League,Year,Pos,Team
Brasileirão,1992.0,12,Sport
Brasileirão,1992.0,13,Atlético-MG
Brasileirão,1992.0,14,Fluminense
Brasileirão,1992.0,15,Atlético-PR
Brasileirão,1992.0,16,Portuguesa
Brasileirão,1992.0,17,Goiás
Brasileirão,1992.0,18,Bahia
Brasileirão,1992.0,19,Naútico
Brasileirão,1992.0,20,Paysandu
Brasileirão,1991.0,1,São Paulo
Brasileirão,1991.0,2,Bragantino
Brasileirão,1991.0,3,Atlético-MG
Brasileirão,1991.0,4,Fluminense
Brasileirão,1991.0,5,Corinthians
Brasileirão,1991.0,6,Palmeiras
Brasileirão,1991.0,7,Internacional
Brasileirão,1991.0,8,Santos
Brasileirão,1991.0,9,Flamengo
Brasileirão,1991.0,10,Portuguesa
Brasileirão,1991.0,11,Vasco
Brasileirão,1991.0,12,Botafogo
Brasileirão,1991.0,13,Bahia
Brasileirão,1991.0,14,Naútico
Brasileirão,1991.0,15,Goiás
Brasileirão,1991.0,16,Cruzeiro
Brasileirão,1991.0,17,Atlético-PR
Brasileirão,1991.0,18,Sport
Brasileirão,1991.0,19,Grêmio
Brasileirão,1991.0,20,Vitória
Brasileirão,1990.0,1,Corinthians
Brasileirão,1990.0,2,São Paulo
Brasileirão,1990.0,3,Grêmio
Brasileirão,1990.0,4,Bahia
Brasileirão,1990.0,5,Atlético-MG
Brasileirão,1990.0,6,Palmeiras
Brasileirão,1990.0,7,Santos
Brasileirão,1990.0,8,Bragantino
Brasileirão,1990.0,9,Cruzeiro
Brasileirão,1990.0,10,Goiás
Brasileirão,1990.0,11,Flamengo
Brasileirão,1990.0,12,Botafogo
Brasileirão,1990.0,13,Naútico
Brasileirão,1990.0,14,Vasco
Brasileirão,1990.0,15,Fluminense
Brasileirão,1990.0,16,Internacional
Brasileirão,1990.0,17,Vitória
Brasileirão,1990.0,18,Portuguesa
Brasileirão,1990.0,19,São José-SP
Brasileirão,1990.0,20,Inter de Limeira
Brasileirão,1989.0,1,Vasco
Brasileirão,1989.0,2,São Paulo
Brasileirão,1989.0,3,Cruzeiro
Brasileirão,1989.0,4,Botafogo
Brasileirão,1989.0,5,Palmeiras
Brasileirão,1989.0,6,Corinthians
Brasileirão,1989.0,7,Portuguesa
Brasileirão,1989.0,8,Atlético-MG
Brasileirão,1989.0,9,Flamengo
Brasileirão,1989.0,10,Goiás
Brasileirão,1989.0,11,Grêmio
Brasileirão,1989.0,12,Santos
Brasileirão,1989.0,13,Naútico
Brasileirão,1989.0,14,Inter de Limeira
Brasileirão,1989.0,15,Fluminense
Brasileirão,1989.0,16,Internacional
Brasileirão,1989.0,17,Vitória
Brasileirão,1989.0,18,Bahia
Brasileirão,1989.0,19,Atlético-PR
Brasileirão,1989.0,20,Guarani
Brasileirão,1989.0,21,Sport
Brasileirão,1989.0,22,Coritiba
Brasileirão,1988.0,1,Bahia
Brasileirão,1988.0,2,Internacional
Brasileirão,1988.0,3,Fluminense
Brasileirão,1988.0,4,Grêmio
Brasileirão,1988.0,5,Vasco
Brasileirão,1988.0,6,Flamengo
Brasileirão,1988.0,7,Sport
Brasileirão,1988.0,8,Cruzeiro
Brasileirão,1988.0,9,Portuguesa
Brasileirão,1988.0,10,Atlético-MG
Brasileirão,1988.0,11,São Paulo
Brasileirão,1988.0,12,Coritiba
Brasileirão,1988.0,13,Goiás
Brasileirão,1988.0,14,Guarani
Brasileirão,1988.0,15,Corinthians
Brasileirão,1988.0,16,Palmeiras
Brasileirão,1988.0,17,Botafogo
Brasileirão,1988.0,18,Santos
Brasileirão,1988.0,19,Atlético-PR
Brasileirão,1988.0,20,Vitória
Brasileirão,1988.0,21,Bangu
Brasileirão,1988.0,22,Santa Cruz
Brasileirão,1988.0,23,Criciúma
Brasileirão,1988.0,24,América-RJ
Brasileirão,1987.0,1,Sport
Brasileirão,1987.0,2,Guarani
Brasileirão,1987.0,3,Flamengo
Brasileirão,1987.0,4,Internacional
Brasileirão,1987.0,5,Atlético-MG
Brasileirão,1987.0,6,Cruzeiro
Brasileirão,1987.0,7,Grêmio
Brasileirão,1987.0,8,São Paulo
Brasileirão,1987.0,9,Fluminense
Brasileirão,1987.0,10,Palmeiras
Brasileirão,1987.0,11,Botafogo
Brasileirão,1987.0,12,Vasco
Brasileirão,1987.0,13,Bahia
Brasileirão,1987.0,14,Coritiba
Brasileirão,1987.0,15,Goiás
Brasileirão,1987.0,16,Santa Cruz
Brasileirão,1987.0,17,Santos
Brasileirão,1987.0,18,Corinthians
Brasileirão,1986.0,1,São Paulo
Brasileirão,1986.0,2,Guarani
Brasileirão,1986.0,3,Atlético-MG
Brasileirão,1986.0,4,América-RJ
Brasileirão,1986.0,5,Bahia
Brasileirão,1986.0,6,Fluminense
Brasileirão,1986.0,7,Corinthians
Brasileirão,1986.0,8,Cruzeiro
Brasileirão,1986.0,9,Criciúma
Brasileirão,1986.0,10,Palmeiras
Brasileirão,1986.0,11,Portuguesa
Brasileirão,1986.0,12,Inter de Limeira
Brasileirão,1986.0,13,Flamengo
Brasileirão,1986.0,14,Joinville
Brasileirão,1986.0,15,Vasco
Brasileirão,1986.0,16,Grêmio
Brasileirão,1986.0,17,Internacional
Brasileirão,1986.0,18,Atlético-PR
Brasileirão,1986.0,19,Santos
Brasileirão,1986.0,20,Rio Branco-ES
Brasileirão,1986.0,21,Bangu
Brasileirão,1986.0,22,Ponte Preta
Brasileirão,1986.0,23,Goiás
Brasileirão,1986.0,24,Treze
Brasileirão,1986.0,25,Ceará
Brasileirão,1986.0,26,Ceará
Brasileirão,1986.0,27,CSA
Brasileirão,1986.0,28,Santa Cruz
Brasileirão,1986.0,29,Sport
Brasileirão,1986.0,30,Atlético-GO
Brasileirão,1986.0,31,Vitória
Brasileirão,1986.0,32,Naútico
Brasileirão,1986.0,33,Botafogo
Brasileirão,1986.0,34,Central Caruaru
Brasileirão,1986.0,35,Nacional AM
Brasileirão,1986.0,36,Comercial-MS
Brasileirão,1986.0,37,Sobradinho
Brasileirão,1986.0,38,Sergipe
Brasileirão,1986.0,39,Operário-MS
Brasileirão,1986.0,40,Botafogo-PB
Brasileirão,1986.0,41,Fortaleza
Brasileirão,1986.0,42,Sampaio Corrêa
Brasileirão,1986.0,43,Remo
Brasileirão,1986.0,44,Tuna Luso
Brasileirão,1986.0,45,Coritiba
Brasileirão,1986.0,46,Alecrim-RN
Brasileirão,1986.0,47,Paysandu
Brasileirão,1986.0,48,Piauí
Brasileirão,1986.0,49,Operário-MT
Brasileirão,1986.0,50,Juventus Mooca
Brasileirão,1986.0,51,Americano
Brasileirão,1986.0,52,Maranhão
Brasileirão,1986.0,53,Marcílio Dias
Brasileirão,1986.0,54,Rio Negro
Brasileirão,1986.0,55,Goytacaz
Brasileirão,1986.0,56,Moto Club
Brasileirão,1986.0,57,América-RN
Brasileirão,1986.0,58,Pinheiros
Brasileirão,1986.0,59,Londrina
Brasileirão,1986.0,60,Santo André
Brasileirão,1986.0,61,Desportiva
Brasileirão,1986.0,62,Guarany de Sobral
Brasileirão,1986.0,63,Grêmio Anápolis
Brasileirão,1986.0,64,CRB
Brasileirão,1986.0,65,Juventude
Brasileirão,1986.0,66,Catuense
Brasileirão,1986.0,67,Itumbiara
Brasileirão,1986.0,68,Taguatinga
Brasileirão,1986.0,69,Avaí
Brasileirão,1986.0,70,Novo Hamburgo
Brasileirão,1986.0,71,América Teófilo Otoni
Brasileirão,1986.0,72,Ferroviário
Brasileirão,1986.0,73,Ubiratan
Brasileirão,1986.0,74,Fluminense de Feira
Brasileirão,1986.0,75,Brasil de Pelotas
Brasileirão,1986.0,76,Sport Belém
Brasileirão,1986.0,77,Confiança
Brasileirão,1986.0,78,Mixto
Brasileirão,1986.0,79,Cascavel EC
Brasileirão,1986.0,80,River-PI
Brasileirão,1986.0,81,Uberlândia
Brasileirão,1985.0,1,Coritiba
Brasileirão,1985.0,2,Bangu
Brasileirão,1985.0,3,Brasil de Pelotas
Brasileirão,1985.0,4,Atlético-MG
Brasileirão,1985.0,5,Sport
Brasileirão,1985.0,6,Ponte Preta
Brasileirão,1985.0,7,Ceará
Brasileirão,1985.0,8,Joinville
Brasileirão,1985.0,9,Flamengo
Brasileirão,1985.0,10,Internacional
Brasileirão,1985.0,11,Vasco
Brasileirão,1985.0,12,Bahia
Brasileirão,1985.0,13,CSA
Brasileirão,1985.0,14,Mixto
Brasileirão,1985.0,15,Guarani
Brasileirão,1985.0,16,Corinthians
Brasileirão,1985.0,17,Fluminense
Brasileirão,1985.0,18,Grêmio
Brasileirão,1985.0,19,Botafogo
Brasileirão,1985.0,20,Naútico
Brasileirão,1985.0,21,Santos
Brasileirão,1985.0,22,São Paulo
Brasileirão,1985.0,23,Cruzeiro
Brasileirão,1985.0,24,Palmeiras
Brasileirão,1985.0,25,Goiás
Brasileirão,1985.0,26,Portuguesa
Brasileirão,1985.0,27,América-RJ
Brasileirão,1985.0,28,Santa Cruz
Brasileirão,1985.0,29,Paysandu
Brasileirão,1985.0,30,Nacional AM
Brasileirão,1985.0,31,Botafogo-PB
Brasileirão,1985.0,32,Brasília
Brasileirão,1985.0,33,Paraná
Brasileirão,1985.0,34,Vila Nova
Brasileirão,1984.0,1,Fluminense
Brasileirão,1984.0,2,Vasco
Brasileirão,1984.0,3,Grêmio
Brasileirão,1984.0,4,Corinthians
Brasileirão,1984.0,5,Flamengo
Brasileirão,1984.0,6,Naútico
Brasileirão,1984.0,7,Portuguesa
Brasileirão,1984.0,8,Coritiba
Brasileirão,1984.0,9,Santos
Brasileirão,1984.0,10,Santo André
Brasileirão,1984.0,11,Atlético-PR
Brasileirão,1984.0,12,América-RJ
Brasileirão,1984.0,13,Operário-MS
Brasileirão,1984.0,14,Goiás
Brasileirão,1984.0,15,Fortaleza
Brasileirão,1984.0,16,Uberlândia
Brasileirão,1984.0,17,São Paulo
Brasileirão,1984.0,18,Santa Cruz
Brasileirão,1984.0,19,Atlético-MG
Brasileirão,1984.0,20,Palmeiras
Brasileirão,1984.0,21,Botafogo
Brasileirão,1984.0,22,Internacional
Brasileirão,1984.0,23,Brasil de Pelotas
Brasileirão,1984.0,24,Operário-MT
Brasileirão,1984.0,25,Joinville
Brasileirão,1984.0,26,Bahia
Brasileirão,1984.0,27,CRB
Brasileirão,1984.0,28,ABC
Brasileirão,1984.0,29,Treze
Brasileirão,1984.0,30,Tuna Luso
Brasileirão,1984.0,31,Rio Branco-ES
Brasileirão,1984.0,32,Auto Esporte-PB
Brasileirão,1984.0,33,Ferroviário
Brasileirão,1984.0,34,Cruzeiro
Brasileirão,1984.0,35,Bangu
Brasileirão,1984.0,36,Anapolina
Brasileirão,1984.0,37,Moto Club
Brasileirão,1984.0,38,Nacional AM
Brasileirão,1984.0,39,Confiança
Brasileirão,1984.0,40,Catuense
Brasileirão,1984.0,41,Brasília
Brasileirão,1983.0,1,Flamengo
Brasileirão,1983.0,2,Santos
Brasileirão,1983.0,3,Atlético-MG
Brasileirão,1983.0,4,Atlético-PR
Brasileirão,1983.0,5,São Paulo
Brasileirão,1983.0,6,Vasco
Brasileirão,1983.0,7,Goiás
Brasileirão,1983.0,8,Sport
Brasileirão,1983.0,9,Palmeiras
Brasileirão,1983.0,10,Corinthians
Brasileirão,1983.0,11,América-RJ
Brasileirão,1983.0,12,Ferroviária
Brasileirão,1983.0,13,Naútico
Brasileirão,1983.0,14,Grêmio
Brasileirão,1983.0,15,Paraná
Brasileirão,1983.0,16,Guarani
Brasileirão,1983.0,17,Cruzeiro
Brasileirão,1983.0,18,Fluminense
Brasileirão,1983.0,19,Internacional
Brasileirão,1983.0,20,Ponte Preta
Brasileirão,1983.0,21,Bahia
Brasileirão,1983.0,22,Botafogo
Brasileirão,1983.0,23,Comercial
Brasileirão,1983.0,24,Campo Grande-RJ
Brasileirão,1983.0,25,Vila Nova
Brasileirão,1983.0,26,Sergipe
Brasileirão,1983.0,27,Tiradentes
Brasileirão,1983.0,28,América-RN
Brasileirão,1983.0,29,Rio Negro
Brasileirão,1983.0,30,Botafogo-SP
Brasileirão,1983.0,31,Americano
Brasileirão,1983.0,32,Uberaba
Brasileirão,1983.0,33,CSA
Brasileirão,1983.0,34,Joinville
Brasileirão,1983.0,35,Paysandu
Brasileirão,1983.0,36,Juventus Mooca
Brasileirão,1983.0,37,Brasília
Brasileirão,1983.0,38,Moto Club
Brasileirão,1983.0,39,Fortaleza
Brasileirão,1983.0,40,Mixto
Brasileirão,1983.0,41,Ferroviário
Brasileirão,1983.0,42,Rio Branco-AC
Brasileirão,1983.0,43,Galícia
Brasileirão,1983.0,44,Treze
Brasileirão,1982.0,1,Flamengo
Brasileirão,1982.0,2,Grêmio
Brasileirão,1982.0,3,Guarani
Brasileirão,1982.0,4,Corinthians
Brasileirão,1982.0,5,Fluminense
Brasileirão,1982.0,6,São Paulo
Brasileirão,1982.0,7,Santos
Brasileirão,1982.0,8,Bangu
Brasileirão,1982.0,9,Sport
Brasileirão,1982.0,10,Vasco
Brasileirão,1982.0,11,Anapolina
Brasileirão,1982.0,12,São José-SP
Brasileirão,1982.0,13,Operário-MS
Brasileirão,1982.0,14,Bahia
Brasileirão,1982.0,15,Londrina
Brasileirão,1982.0,16,Ceará
Brasileirão,1982.0,17,Ponte Preta
Brasileirão,1982.0,18,Botafogo
Brasileirão,1982.0,19,Atlético-MG
Brasileirão,1982.0,20,XV Jaú
Brasileirão,1982.0,21,Cruzeiro
Brasileirão,1982.0,22,Inter Santa Maria
Brasileirão,1982.0,23,Internacional
Brasileirão,1982.0,24,Inter de Limeira
Brasileirão,1982.0,25,Cruzeiro
Brasileirão,1982.0,26,Grêmio Maringa
Brasileirão,1982.0,27,Naútico
Brasileirão,1982.0,28,Treze
Brasileirão,1982.0,29,Moto Club
Brasileirão,1982.0,30,Paysandu
Brasileirão,1982.0,31,América-RJ
Brasileirão,1982.0,32,São Paulo RS
Brasileirão,1982.0,33,Atlético-PR
Brasileirão,1982.0,34,Goiás
Brasileirão,1982.0,35,Desportiva
Brasileirão,1982.0,36,Vitória
Brasileirão,1982.0,37,CSA
Brasileirão,1982.0,38,Joinville
Brasileirão,1982.0,39,Mixto
Brasileirão,1982.0,40,América-RN
Brasileirão,1982.0,41,Nacional AM
Brasileirão,1982.0,42,Itabaiana
Brasileirão,1982.0,43,Ferroviário
Brasileirão,1982.0,44,Taguatinga
Brasileirão,1982.0,45,River-PI
Brasileirão,1981.0,1,Grêmio
Brasileirão,1981.0,2,São Paulo
Brasileirão,1981.0,3,Ponte Preta
Brasileirão,1981.0,4,Botafogo
Brasileirão,1981.0,5,Vasco
Brasileirão,1981.0,6,Flamengo
Brasileirão,1981.0,7,Operário-MS
Brasileirão,1981.0,8,Internacional
Brasileirão,1981.0,9,Santos
Brasileirão,1981.0,10,Sport
Brasileirão,1981.0,11,Fluminense
Brasileirão,1981.0,12,Vitória
Brasileirão,1981.0,13,CSA
Brasileirão,1981.0,14,Atlético-MG
Brasileirão,1981.0,15,Naútico
Brasileirão,1981.0,16,Bahia
Brasileirão,1981.0,17,Portuguesa
Brasileirão,1981.0,18,Santa Cruz
Brasileirão,1981.0,19,Cruzeiro
Brasileirão,1981.0,20,Paraná
Brasileirão,1981.0,21,Bangu
Brasileirão,1981.0,22,Nacional SP
Brasileirão,1981.0,23,Inter de Limeira
Brasileirão,1981.0,24,Goiás
Brasileirão,1981.0,25,Galícia
Brasileirão,1981.0,26,Corinthians
Brasileirão,1981.0,27,Ferroviário
Brasileirão,1981.0,28,Paysandu
Brasileirão,1981.0,29,Mixto
Brasileirão,1981.0,30,Fortaleza
Brasileirão,1981.0,31,Palmeiras
Brasileirão,1981.0,32,Uberaba
Brasileirão,1981.0,33,América-RN
Brasileirão,1981.0,34,Paraná
Brasileirão,1981.0,35,Campinense
Brasileirão,1981.0,36,CRB
Brasileirão,1981.0,37,Brasília
Brasileirão,1981.0,38,Joinville
Brasileirão,1981.0,39,River-PI
Brasileirão,1981.0,40,Vila Nova
Brasileirão,1981.0,41,Sampaio Corrêa
Brasileirão,1981.0,42,Londrina
Brasileirão,1981.0,43,Itabaiana
Brasileirão,1981.0,44,Desportiva
Brasileirão,1980.0,1,Flamengo
Brasileirão,1980.0,2,Atlético-MG
Brasileirão,1980.0,3,Internacional
Brasileirão,1980.0,4,Coritiba
Brasileirão,1980.0,5,Corinthians
Brasileirão,1980.0,6,Grêmio
Brasileirão,1980.0,7,Santos
Brasileirão,1980.0,8,Vasco
Brasileirão,1980.0,9,São Paulo
Brasileirão,1980.0,10,Cruzeiro
Brasileirão,1980.0,11,Fluminense
Brasileirão,1980.0,12,Ponte Preta
Brasileirão,1980.0,13,Palmeiras
Brasileirão,1980.0,14,Botafogo
Brasileirão,1980.0,15,Desportiva
Brasileirão,1980.0,16,Guarani
Brasileirão,1980.0,17,Santa Cruz
Brasileirão,1980.0,18,Remo
Brasileirão,1980.0,19,Paraná
Brasileirão,1980.0,20,Botafogo-PB
Brasileirão,1980.0,21,Joinville
Brasileirão,1980.0,22,Ceará
Brasileirão,1980.0,23,Atlético-GO
Brasileirão,1980.0,24,América-RJ
Brasileirão,1980.0,25,Vitória
Brasileirão,1980.0,26,Bahia
Brasileirão,1980.0,27,Naútico
Brasileirão,1980.0,28,Ferroviário
Brasileirão,1980.0,29,Sport
Brasileirão,1980.0,30,Americano
Brasileirão,1980.0,31,Bangu
Brasileirão,1979.0,1,Internacional
Brasileirão,1979.0,2,Vasco
Brasileirão,1979.0,3,Coritiba
Brasileirão,1979.0,4,Palmeiras
Brasileirão,1979.0,5,Operário-MS
Brasileirão,1979.0,6,Cruzeiro
Brasileirão,1979.0,7,Goiás
Brasileirão,1979.0,8,Vitória
Brasileirão,1979.0,9,Uberlândia
Brasileirão,1979.0,10,Atlético-MG
Brasileirão,1979.0,11,Atlético-PR
Brasileirão,1979.0,12,Flamengo
Brasileirão,1979.0,13,XV Piracicaba
Brasileirão,1979.0,14,Comercial
Brasileirão,1979.0,15,São Bento
Brasileirão,1979.0,16,Guarani
Brasileirão,1979.0,17,Uberaba
Brasileirão,1979.0,18,Desportiva
Brasileirão,1979.0,19,Londrina
Brasileirão,1979.0,20,América-MG
Brasileirão,1979.0,21,Vila Nova
Brasileirão,1979.0,22,Grêmio
Brasileirão,1979.0,23,América-RJ
Brasileirão,1979.0,24,Campinense
Brasileirão,1979.0,25,CSA
Brasileirão,1979.0,26,Maranhão
Brasileirão,1979.0,27,Campo Grande-RJ
Brasileirão,1979.0,28,Grêmio Maringa
Brasileirão,1979.0,29,Joinville
Brasileirão,1979.0,30,Caldense
Brasileirão,1979.0,31,Paraná
Brasileirão,1979.0,32,Brasil de Pelotas
Brasileirão,1979.0,33,Botafogo-PB
Brasileirão,1979.0,34,Vila Nova
Brasileirão,1979.0,35,Santa Cruz
Brasileirão,1979.0,36,Operário-MT
Brasileirão,1979.0,37,Leônico
Brasileirão,1979.0,38,Comercial-MS
Brasileirão,1979.0,39,Dom Bosco
Brasileirão,1979.0,40,ASA
Brasileirão,1979.0,41,Central Caruaru
Brasileirão,1979.0,42,São Paulo RS
Brasileirão,1979.0,43,Anapolina
Brasileirão,1979.0,44,Mixto
Brasileirão,1979.0,45,Ceará
Brasileirão,1979.0,46,Figueirense
Brasileirão,1979.0,47,Naútico
Brasileirão,1979.0,48,Gama
Brasileirão,1979.0,49,Itabaiana
Brasileirão,1979.0,50,Bahia
Brasileirão,1979.0,51,ABC
Brasileirão,1979.0,52,Fluminense
Brasileirão,1979.0,53,Botafogo
Brasileirão,1979.0,54,Inter de Limeira
Brasileirão,1979.0,55,Francana
Brasileirão,1979.0,56,XV Jaú
Brasileirão,1979.0,57,Americano
Brasileirão,1979.0,58,Goytacaz
Brasileirão,1979.0,59,Rio Branco-ES
Brasileirão,1979.0,60,Remo
Brasileirão,1979.0,61,Nacional AM
Brasileirão,1979.0,62,Sport
Brasileirão,1979.0,63,Juventude
Brasileirão,1979.0,64,Sergipe
Brasileirão,1979.0,65,Treze
Brasileirão,1979.0,66,Atlético-GO
Brasileirão,1979.0,67,Criciúma
Brasileirão,1979.0,68,Itumbiara
Brasileirão,1979.0,69,Caxias do Sul
Brasileirão,1979.0,70,Itabuna
Brasileirão,1979.0,71,CRB
Brasileirão,1979.0,72,Fluminense de Feira
Brasileirão,1979.0,73,Ferroviário
Brasileirão,1979.0,74,Novo Hamburgo
Brasileirão,1979.0,75,Tuna Luso
Brasileirão,1979.0,76,Moto Club
Brasileirão,1979.0,77,Brasília
Brasileirão,1979.0,78,Goiânia
Brasileirão,1979.0,79,Potiguar de Mossoró
Brasileirão,1979.0,80,River-PI
Brasileirão,1979.0,81,Paysandu
Brasileirão,1979.0,82,Fortaleza
Brasileirão,1979.0,83,Confiança
Brasileirão,1979.0,84,Sampaio Corrêa
Brasileirão,1979.0,85,Fast
Brasileirão,1979.0,86,Piauí
Brasileirão,1979.0,87,América-RN
Brasileirão,1979.0,88,Operário-PR
Brasileirão,1979.0,89,Colatina
Brasileirão,1979.0,90,Tiradentes
Brasileirão,1979.0,91,Avaí
Brasileirão,1979.0,92,Rio Negro
Brasileirão,1979.0,93,Chapecoense
Brasileirão,1979.0,94,Guará
Brasileirão,1978.0,1,Guarani
Brasileirão,1978.0,2,Palmeiras
Brasileirão,1978.0,3,Internacional
Brasileirão,1978.0,4,Vasco
Brasileirão,1978.0,5,Santa Cruz
Brasileirão,1978.0,6,Grêmio
Brasileirão,1978.0,7,Bahia
Brasileirão,1978.0,8,Sport
Brasileirão,1978.0,9,Botafogo
Brasileirão,1978.0,10,Cruzeiro
Brasileirão,1978.0,11,Portuguesa
Brasileirão,1978.0,12,Corinthians
Brasileirão,1978.0,13,Botafogo-SP
Brasileirão,1978.0,14,Goiás
Brasileirão,1978.0,15,Caxias do Sul
Brasileirão,1978.0,16,Flamengo
Brasileirão,1978.0,17,Ponte Preta
Brasileirão,1978.0,18,Coritiba
Brasileirão,1978.0,19,São Paulo
Brasileirão,1978.0,20,Operário-MS
Brasileirão,1978.0,21,América-RJ
Brasileirão,1978.0,22,Fluminense
Brasileirão,1978.0,23,Santos
Brasileirão,1978.0,24,Londrina
Brasileirão,1978.0,25,Botafogo-PB
Brasileirão,1978.0,26,Grêmio Maringa
Brasileirão,1978.0,27,Americano
Brasileirão,1978.0,28,Noroeste
Brasileirão,1978.0,29,Vitória
Brasileirão,1978.0,30,Goytacaz
Brasileirão,1978.0,31,Dom Bosco
Brasileirão,1978.0,32,Volta Redonda
Brasileirão,1978.0,33,Naútico
Brasileirão,1978.0,34,Atlético-MG
Brasileirão,1978.0,35,Remo
Brasileirão,1978.0,36,Ceará
Brasileirão,1978.0,37,Villa Nova MG
Brasileirão,1978.0,38,América-SP
Brasileirão,1978.0,39,Mixto
Brasileirão,1978.0,40,Juventude
Brasileirão,1978.0,41,Joinville
Brasileirão,1978.0,42,Comercial
Brasileirão,1978.0,43,Brasília
Brasileirão,1978.0,44,CRB
Brasileirão,1978.0,45,ABC
Brasileirão,1978.0,46,Fortaleza
Brasileirão,1978.0,47,Colorado
Brasileirão,1978.0,48,Comercial-MS
Brasileirão,1978.0,49,Bangu
Brasileirão,1978.0,50,Vila Nova
Brasileirão,1978.0,51,Chapecoense
Brasileirão,1978.0,52,Paysandu
Brasileirão,1978.0,53,CSA
Brasileirão,1978.0,54,Moto Club
Brasileirão,1978.0,55,Figueirense
Brasileirão,1978.0,56,Campinense
Brasileirão,1978.0,57,Fast
Brasileirão,1978.0,58,Desportiva
Brasileirão,1978.0,59,Uberaba
Brasileirão,1978.0,60,América-RN
Brasileirão,1978.0,61,XV Piracicaba
Brasileirão,1978.0,62,Atlético-PR
Brasileirão,1978.0,63,Sampaio Corrêa
Brasileirão,1978.0,64,Uberlândia
Brasileirão,1978.0,65,Anapolina
Brasileirão,1978.0,66,Flamengo-PI
Brasileirão,1978.0,67,Itabuna
Brasileirão,1978.0,68,América-MG
Brasileirão,1978.0,69,River-PI
Brasileirão,1978.0,70,Confiança
Brasileirão,1978.0,71,Rio Branco-ES
Brasileirão,1978.0,72,Pelotas
Brasileirão,1978.0,73,Sergipe
Brasileirão,1978.0,74,Nacional AM
Brasileirão,1977.0,1,São Paulo
Brasileirão,1977.0,2,Atlético-MG
Brasileirão,1977.0,3,Operário-MS
Brasileirão,1977.0,4,Londrina
Brasileirão,1977.0,5,Botafogo
Brasileirão,1977.0,6,Palmeiras
Brasileirão,1977.0,7,Ponte Preta
Brasileirão,1977.0,8,Corinthians
Brasileirão,1977.0,9,Flamengo
Brasileirão,1977.0,10,Santa Cruz
Brasileirão,1977.0,11,Bahia
Brasileirão,1977.0,12,Vasco
Brasileirão,1977.0,13,Grêmio
Brasileirão,1977.0,14,Remo
Brasileirão,1977.0,15,Botafogo-SP
Brasileirão,1977.0,16,Cruzeiro
Brasileirão,1977.0,17,América-RN
Brasileirão,1977.0,18,América-RJ
Brasileirão,1977.0,19,Desportiva
Brasileirão,1977.0,20,Sport
Brasileirão,1977.0,21,Santos
Brasileirão,1977.0,22,XV Piracicaba
Brasileirão,1977.0,23,Caxias do Sul
Brasileirão,1977.0,24,Fast
Brasileirão,1977.0,25,Internacional
Brasileirão,1977.0,26,Fluminense
Brasileirão,1977.0,27,Confiança
Brasileirão,1977.0,28,Guarani
Brasileirão,1977.0,29,Portuguesa
Brasileirão,1977.0,30,Grêmio Maringa
Brasileirão,1977.0,31,Goytacaz
Brasileirão,1977.0,32,ABC
Brasileirão,1977.0,33,Goiás
Brasileirão,1977.0,34,Volta Redonda
Brasileirão,1977.0,35,Joinville
Brasileirão,1977.0,36,Vitória
Brasileirão,1977.0,37,Juventude
Brasileirão,1977.0,38,Vitória-ES
Brasileirão,1977.0,39,River-PI
Brasileirão,1977.0,40,Sampaio Corrêa
Brasileirão,1977.0,41,Avaí
Brasileirão,1977.0,42,CRB
Brasileirão,1977.0,43,Atlético-PR
Brasileirão,1977.0,44,América-MG
Brasileirão,1977.0,45,CSA
Brasileirão,1977.0,46,Brasília
Brasileirão,1977.0,47,Coritiba
Brasileirão,1977.0,48,Americano
Brasileirão,1977.0,49,Paysandu
Brasileirão,1977.0,50,Naútico
Brasileirão,1977.0,51,Fortaleza
Brasileirão,1977.0,52,Nacional AM
Brasileirão,1977.0,53,Treze
Brasileirão,1977.0,54,Flamengo-PI
Brasileirão,1977.0,55,Botafogo-PB
Brasileirão,1977.0,56,Goiânia
Brasileirão,1977.0,57,Vila Nova
Brasileirão,1977.0,58,Fluminense de Feira
Brasileirão,1977.0,59,Sergipe
Brasileirão,1977.0,60,Dom Bosco
Brasileirão,1976.0,1,Internacional
Brasileirão,1976.0,2,Corinthians
Brasileirão,1976.0,3,Atlético-MG
Brasileirão,1976.0,4,Fluminense
Brasileirão,1976.0,5,Flamengo
Brasileirão,1976.0,6,Grêmio
Brasileirão,1976.0,7,Palmeiras
Brasileirão,1976.0,8,Bahia
Brasileirão,1976.0,9,Coritiba
Brasileirão,1976.0,10,Guarani
Brasileirão,1976.0,11,Santa Cruz
Brasileirão,1976.0,12,Vasco
Brasileirão,1976.0,13,Botafogo-SP
Brasileirão,1976.0,14,Ponte Preta
Brasileirão,1976.0,15,Caxias do Sul
Brasileirão,1976.0,16,Naútico
Brasileirão,1976.0,17,CRB
Brasileirão,1976.0,18,Portuguesa
Brasileirão,1976.0,19,Botafogo
Brasileirão,1976.0,20,América-RJ
